Chrom	Start	End	cdsStart	cdsEnd	Strand	ensemblGeneID	ensemblTranscriptID	ensemblProteinID	Gene	GeneLength	cdsLength	Coding
chr22	24236190	24237413	24236661	24237293	+	ENSG00000240972	ENST00000215754	ENSP00000215754	MIF	1223	632	Coding
chr22	24236612	24241117	24237234	24238100	-	ENSG00000218537	ENST00000406213	ENSP00000383961	LOC284889	4505	866	Coding
chr22	24243618	24249255	24249255	24249255	-	ENSG00000273295	ENST00000609510		DQ600483	5637	0	Non-Coding
chr22	24299600	24303373	24299909	24303318	-	ENSG00000133433	ENST00000290765	ENSP00000290765	GSTT2	3773	3409	Coding
chr22	24309088	24314721	24309102	24313595	+	ENSG00000099974	ENST00000215770	ENSP00000215770	DDTL	5633	4493	Coding
chr22	24313553	24322019	24313739	24316603	-	ENSG00000099977	ENST00000350608	ENSP00000215773	DDT	8466	2864	Coding
chr22	24322338	24326106	24322388	24325797	+	ENSG00000099984	ENST00000215780	ENSP00000215780	GSTT2	3768	3409	Coding
chr22	24340873	24347258	24347258	24347258	-	ENSG00000241850	ENST00000448934		GSTTP1	6385	0	Non-Coding
chr22	24373116	24374043	24374043	24374043	+	ENSG00000235231	ENST00000439866		LOC391322	927	0	Non-Coding
chr22	24376132	24384284	24376422	24384231	-	ENSG00000184674	ENST00000248935	ENSP00000248935	GSTT1	8152	7809	Coding
chr22	24385937	24401899	24401899	24401899	-	ENSG00000239334	ENST00000485225		GSTTP2	15962	0	Non-Coding
chr22	24407764	24574596	24431965	24574164	+	ENSG00000099991	ENST00000263119	ENSP00000263119	CABIN1	166832	142199	Coding
chr22	24577226	24585078	24577487	24584404	+	ENSG00000099994	ENST00000358321	ENSP00000351075	SUSD2	7852	6917	Coding
chr22	24615621	24641110	24615937	24640693	-	ENSG00000099998	ENST00000327365	ENSP00000330080	GGT5	25489	24756	Coding
chr22	24647795	24661493	24661493	24661493	+	ENSG00000128262	ENST00000414583		POM121L9P	13698	0	Non-Coding
chr22	24666785	24813707	24698199	24810591	+	ENSG00000100014	ENST00000437398	ENSP00000393363	SPECC1L	146922	112392	Coding
chr22	24666865	24838324	24698199	24739533	+	ENSG00000258555	ENST00000358654	ENSP00000351480	SPECC1L	171459	41334	Coding
chr22	24820376	24837313	24829372	24837313	+	ENSG00000128271	ENST00000444262	ENSP00000414802	ADORA2A	16937	7941	Coding
chr22	24825177	24890783	24890783	24890783	-	ENSG00000178803	ENST00000543438		ADORA2A-AS1	65606	0	Non-Coding
chr22	24863205	24922636	24891403	24921762	+	ENSG00000100024	ENST00000413389	ENSP00000406057	UPB1	59431	30359	Coding
chr22	24936405	24951284	24938973	24950959	-	ENSG00000138867	ENST00000435822	ENSP00000405985	GUCD1	14879	11986	Coding
chr22	24951470	24968740	24953642	24967945	+	ENSG00000100028	ENST00000215829	ENSP00000215829	SNRPD3	17270	14303	Coding
chr22	24979717	25024935	25007048	25024806	+	ENSG00000100031	ENST00000248923	ENSP00000248923	GGT1	45218	17758	Coding
chr22	24981587	24989033	24985212	24989006	-	ENSG00000178026	ENST00000446942	ENSP00000400102	FAM211B	7446	3794	Coding
chr22	25028881	25043727	25043727	25043727	+	ENSG00000215481	ENST00000447261		BCRP3	14846	0	Non-Coding
chr22	25041132	25055114	25055114	25055114	-	ENSG00000224124	ENST00000504931		POM121L10P	13982	0	Non-Coding
chr22	25115000	25170683	25115438	25158466	-	ENSG00000184571	ENST00000332271	ENSP00000330031	PIWIL3	55683	43028	Coding
chr22	25202235	25323545	25202292	25320241	+	ENSG00000167037	ENST00000400358	ENSP00000383211	SGSM1	121310	117949	Coding
chr22	25331207	25335314	25331299	25334242	-	ENSG00000206069	ENST00000382744	ENSP00000372192	TMEM211	4107	2943	Coding
chr22	25423940	25593411	25423966	25586747	+	ENSG00000197077	ENST00000358431	ENSP00000351207	KIAA1671	169471	162781	Coding
chr22	25498406	25508659	25508659	25508659	-	ENSG00000203280	ENST00000366110		LOC100128531	10253	0	Non-Coding
chr22	25595816	25603330	25597363	25603179	+	ENSG00000100053	ENST00000215855	ENSP00000215855	CRYBB3	7514	5816	Coding
chr22	25615488	25627836	25617396	25627739	+	ENSG00000244752	ENST00000398215	ENSP00000381273	CRYBB2	12348	10343	Coding
chr22	25677252	25678641	25678641	25678641	-	ENSG00000233577	ENST00000432495		BC040576	1389	0	Non-Coding
chr22	25714222	25716047	25716047	25716047	+	ENSG00000206066	ENST00000412472		IGLL3P	1825	0	Non-Coding
chr22	25747423	25801344	25747761	25756059	-	ENSG00000100068	ENST00000444995	ENSP00000407283	LRP5L	53921	8298	Coding
chr22	25851684	25907595	25907595	25907595	+	ENSG00000100058	ENST00000354451		CRYBB2P1	55911	0	Non-Coding
chr22	25960815	26125261	25961007	26118417	+	ENSG00000100077	ENST00000324198	ENSP00000317578	ADRBK2	164446	157410	Coding
chr22	26138119	26427007	26157059	26423644	+	ENSG00000133454	ENST00000335473	ENSP00000334563	MYO18B	288888	266585	Coding
chr22	26359948	26360239	26360239	26360239	-	ENSG00000223056	ENST00000411124		7SK	291	0	Non-Coding
chr22	26565439	26779555	26565635	26776261	+	ENSG00000100095	ENST00000529632	ENSP00000437037	SEZ6L	214116	210626	Coding
chr22	26825238	26840981	26829581	26839172	+	ENSG00000128203	ENST00000215906	ENSP00000215906	ASPHD2	15743	9591	Coding
chr22	26847445	26879778	26849198	26877728	-	ENSG00000100099	ENST00000398145	ENSP00000381213	HPS4	32333	28530	Coding
chr22	26879842	26890624	26879856	26887638	+	ENSG00000100104	ENST00000215917	ENSP00000215917	SRRD	10782	7782	Coding
chr22	26887190	26908471	26887978	26906238	-	ENSG00000100109	ENST00000407690	ENSP00000384421	TFIP11	21281	18260	Coding
chr22	26921711	26992681	26924186	26937596	-	ENSG00000128294	ENST00000403880	ENSP00000385192	TPST2	70970	13410	Coding
chr22	26951177	26951289	26951289	26951289	-	ENSG00000221760	ENST00000408833		MIR548J	112	0	Non-Coding
chr22	26995241	27014052	26995453	27012283	-	ENSG00000100122	ENST00000215939	ENSP00000215939	CRYBB1	18811	16830	Coding
chr22	27017927	27026636	27018560	27026451	+	ENSG00000196431	ENST00000354760	ENSP00000346805	CRYBA4	8709	7891	Coding
chr22	27053335	27072438	27072438	27072438	+	ENSG00000225783	ENST00000423278		MIAT	19103	0	Non-Coding
chr22	27063655	27068617	27068617	27068617	-	ENSG00000206028	ENST00000382641		AK124820	4962	0	Non-Coding
chr22	27068818	27114355	27114355	27114355	+	ENSG00000244625	ENST00000421253		AK026502	45537	0	Non-Coding
chr22	27444105	27456480	27456480	27456480	-	ENSG00000236858	ENST00000453934		AK055980	12375	0	Non-Coding
chr22	27619257	27620618	27620618	27620618	-	ENSG00000233521	ENST00000418271		BC015159	1361	0	Non-Coding
chr22	27706611	27713417	27713417	27713417	+	ENSG00000226741	ENST00000426467		CR936633	6806	0	Non-Coding
chr22	28144264	28197486	28146902	28196531	-	ENSG00000169184	ENST00000302326	ENSP00000304956	MN1	53222	49629	Coding
chr22	28247656	28315256	28250879	28315179	-	ENSG00000180957	ENST00000335272	ENSP00000334738	PITPNB	67600	64300	Coding
chr22	28315408	28398667	28398667	28398667	+	ENSG00000235954	ENST00000454741		TTC28-AS1	83259	0	Non-Coding
chr22	28316512	28316600	28316600	28316600	-	ENSG00000264073	ENST00000582434		MIR3199-1	88	0	Non-Coding
chr22	28374003	29075853	28378208	29075711	-	ENSG00000100154	ENST00000397906	ENSP00000381003	TTC28	701850	697503	Coding
chr22	28699741	28699838	28699838	28699838	+	ENSG00000199797	ENST00000362927		Y_RNA	97	0	Non-Coding
chr22	29083730	29138410	29083884	29115402	-	ENSG00000183765	ENST00000544772	ENSP00000442458	CHEK2	54680	31518	Coding
chr22	29138018	29153498	29138083	29153157	+	ENSG00000100209	ENST00000216027	ENSP00000216027	HSCB	15480	15074	Coding
chr22	29168661	29185283	29168837	29182314	+	ENSG00000159873	ENST00000249064	ENSP00000249064	CCDC117	16622	13477	Coding
chr22	29190542	29196585	29191533	29196512	-	ENSG00000100219	ENST00000216037	ENSP00000216037	XBP1	6043	4979	Coding
chr22	29279579	29453475	29279754	29449610	+	ENSG00000183579	ENST00000544604	ENSP00000443824	ZNRF3	173896	169856	Coding
chr22	29420986	29427464	29427464	29427464	-	ENSG00000177993	ENST00000325660		ZNRF3-AS1	6478	0	Non-Coding
chr22	29454659	29457832	29454729	29457780	-	ENSG00000100249	ENST00000216071	ENSP00000216071	C22orf31	3173	3051	Coding
chr22	29469105	29564321	29469118	29563094	+	ENSG00000183762	ENST00000327813	ENSP00000331242	KREMEN1	95216	93976	Coding
chr22	29601839	29655586	29602027	29654933	+	ENSG00000186998	ENST00000334018	ENSP00000335481	EMID1	53747	52906	Coding
chr22	29655840	29663967	29656048	29661615	-	ENSG00000100263	ENST00000216085	ENSP00000216085	RHBDD3	8127	5567	Coding
chr22	29664006	29696515	29664325	29696151	+	ENSG00000182944	ENST00000397938	ENSP00000381031	EWSR1	32509	31826	Coding
chr22	29702571	29708774	29704095	29708055	+	ENSG00000185340	ENST00000407647	ENSP00000385554	GAS2L1	6203	3960	Coding
chr22	29708921	29711745	29709289	29711235	-	ENSG00000100276	ENST00000216101	ENSP00000216101	RASL10A	2824	1946	Coding
chr22	29723670	29784572	29724809	29763232	-	ENSG00000100280	ENST00000357586	ENSP00000350199	AP1B1	60902	38423	Coding
chr22	29729151	29729247	29729247	29729247	-	ENSG00000239127	ENST00000459538		MIR3653	96	0	Non-Coding
chr22	29834571	29838444	29834780	29838111	+	ENSG00000128250	ENST00000354373	ENSP00000346342	RFPL1	3873	3331	Coding
chr22	29837243	29837827	29837827	29837827	-	ENSG00000225465	ENST00000539579		RFPL1S	584	0	Non-Coding
chr22	29876218	29887379	29876251	29886692	+	ENSG00000100285	ENST00000310624	ENSP00000311997	NEFH	11161	10441	Coding
chr22	29901867	29949771	29904445	29945136	-	ENSG00000100296	ENST00000490103	ENSP00000420306	THOC5	47904	40691	Coding
chr22	29950796	29977326	29951923	29977071	-	ENSG00000184117	ENST00000216121	ENSP00000216121	NIPSNAP1	26530	25148	Coding
chr22	29999546	30094587	29999987	30090791	+	ENSG00000186575	ENST00000338641	ENSP00000344666	NF2	95041	90804	Coding
chr22	30116072	30127828	30116413	30125558	+	ENSG00000100314	ENST00000216144	ENSP00000216144	CABP7	11756	9145	Coding
chr22	30126947	30162969	30127213	30144533	-	ENSG00000100319	ENST00000397781	ENSP00000380883	ZMAT5	36022	17320	Coding
chr22	30163357	30166402	30163387	30165708	+	ENSG00000184076	ENST00000330029	ENSP00000332887	UQCR10	3045	2321	Coding
chr22	30184596	30234263	30185001	30228314	-	ENSG00000100325	ENST00000307790	ENSP00000305502	ASCC2	49667	43313	Coding
chr22	30279157	30426855	30367048	30421790	+	ENSG00000100330	ENST00000333027	ENSP00000331649	MTMR3	147698	54742	Coding
chr22	30476162	30573064	30489941	30572156	+	ENSG00000176635	ENST00000336726	ENSP00000336984	HORMAD2	96902	82215	Coding
chr22	30636435	30642840	30639639	30642684	-	ENSG00000128342	ENST00000249075	ENSP00000249075	LIF	6405	3045	Coding
chr22	30642193	30642987	30642987	30642987	+	ENSG00000268812	ENST00000608354		MGC20647	794	0	Non-Coding
chr22	30658817	30662829	30659871	30662788	-	ENSG00000099985	ENST00000215781	ENSP00000215781	OSM	4012	2917	Coding
chr22	30681105	30685616	30681608	30685486	-	ENSG00000239282	ENST00000407689	ENSP00000384183	GATSL3	4511	3878	Coding
chr22	30681226	30695465	30684732	30695465	-	ENSG00000248751	ENST00000434987	ENSP00000415854	GATSL3	14239	10733	Coding
chr22	30687978	30723035	30688363	30722870	-	ENSG00000099992	ENST00000215790	ENSP00000215790	TBC1D10A	35057	34507	Coding
chr22	30727976	30752936	30730582	30752781	-	ENSG00000099995	ENST00000215793	ENSP00000215793	SF3A1	24960	22199	Coding
chr22	30752623	30772818	30761989	30772734	+	ENSG00000187860	ENST00000405659	ENSP00000385357	CCDC157	20195	10745	Coding
chr22	30770929	30773862	30773862	30773862	-	ENSG00000241528	ENST00000332468		KIAA1656	2933	0	Non-Coding
chr22	30774805	30783377	30775588	30783302	-	ENSG00000099999	ENST00000382363	ENSP00000371800	RNF215	8572	7714	Coding
chr22	30792845	30821305	30793105	30818396	+	ENSG00000100003	ENST00000312932	ENSP00000316203	SEC14L2	28460	25291	Coding
chr22	30805243	30824977	30805243	30812272	+	ENSG00000249590	ENST00000454552	ENSP00000416788	MTFP1	19734	7029	Coding
chr22	30821517	30825045	30821867	30824521	+	ENSG00000242114	ENST00000266263	ENSP00000266263	MTFP1	3528	2654	Coding
chr22	30855215	30868036	30856007	30867945	-	ENSG00000100012	ENST00000215812	ENSP00000215812	SEC14L3	12821	11938	Coding
chr22	30877297	30877898	30877898	30877898	-	ENSG00000214161	ENST00000453285		SDC4P	601	0	Non-Coding
chr22	30884899	30901698	30886093	30899699	-	ENSG00000133488	ENST00000540456	ENSP00000440848	SEC14L4	16799	13606	Coding
chr22	30918785	30942669	30920983	30942669	-	ENSG00000214491	ENST00000402034	ENSP00000385695	SEC14L6	23884	21686	Coding
chr22	30950623	30960876	30950939	30953379	-	ENSG00000128242	ENST00000401975	ENSP00000384388	GAL3ST1	10253	2440	Coding
chr22	30972614	31003070	30973032	30980655	-	ENSG00000100029	ENST00000402281	ENSP00000384366	PES1	30456	7623	Coding
chr22	31002824	31023265	31003318	31022508	+	ENSG00000185339	ENST00000215838	ENSP00000215838	TCN2	20441	19190	Coding
chr22	31032509	31065003	31032509	31061544	+	ENSG00000100036	ENST00000451479	ENSP00000413552	SLC35E4	32494	29035	Coding
chr22	31048037	31063847	31059423	31059990	-	ENSG00000167065	ENST00000407308	ENSP00000386063	DUSP18	15810	567	Coding
chr22	31090062	31303619	31090206	31302326	+	ENSG00000184792	ENST00000407373	ENSP00000385237	OSBP2	213557	212120	Coding
chr22	31127543	31127628	31127628	31127628	+	ENSG00000264661	ENST00000580767		MIR3200	85	0	Non-Coding
chr22	31318331	31322641	31322641	31322641	+	ENSG00000235989	ENST00000422995		MORC2-AS1	4310	0	Non-Coding
chr22	31322597	31364187	31322789	31346402	-	ENSG00000133422	ENST00000215862	ENSP00000215862	MORC2	41590	23613	Coding
chr22	31367051	31375381	31375381	31375381	+	ENSG00000253352	ENST00000519077		TUG1	8330	0	Non-Coding
chr22	31477304	31500610	31479244	31497015	+	ENSG00000183963	ENST00000333137	ENSP00000329532	SMTN	23306	17771	Coding
chr22	31500762	31503554	31500955	31503491	-	ENSG00000198832	ENST00000400299	ENSP00000383155	SELM	2792	2536	Coding
chr22	31518951	31530682	31519000	31530405	+	ENSG00000185133	ENST00000331075	ENSP00000333262	INPP5J	11731	11405	Coding
chr22	31530794	31536593	31531708	31536340	-	ENSG00000100078	ENST00000215885	ENSP00000215885	PLA2G3	5799	4632	Coding
chr22	31556047	31556105	31556105	31556105	-	ENSG00000264141	ENST00000583386		MIR3928	58	0	Non-Coding
chr22	31556178	31603005	31583080	31600572	+	ENSG00000138942	ENST00000326132	ENSP00000320508	RNF185	46827	17492	Coding
chr22	31601249	31601602	31601602	31601602	-	ENSG00000254835	ENST00000526089		BC069815	353	0	Non-Coding
chr22	31608280	31676066	31608394	31674427	+	ENSG00000182541	ENST00000331728	ENSP00000332687	LIMK2	67786	66033	Coding
chr22	31626056	31626158	31626158	31626158	-	ENSG00000202019	ENST00000365149		Y_RNA	102	0	Non-Coding
chr22	31677578	31688514	31679069	31688330	-	ENSG00000100100	ENST00000215912	ENSP00000215912	PIK3IP1	10936	9261	Coding
chr22	31721789	31742218	31722876	31741588	-	ENSG00000100105	ENST00000266269	ENSP00000266269	PATZ1	20429	18712	Coding
chr22	31742874	31744670	31743327	31743723	+	ENSG00000213888	ENST00000504184	ENSP00000438213	Em:AC005003.4	1796	396	Coding
chr22	31795508	31830438	31795669	31829957	+	ENSG00000185721	ENST00000331457	ENSP00000329715	DRG1	34930	34288	Coding
chr22	31835348	31885810	31835865	31884704	-	ENSG00000184708	ENST00000344710	ENSP00000342927	EIF4ENIF1	50462	48839	Coding
chr22	31892260	32014537	31904270	32014404	+	ENSG00000198089	ENST00000432498	ENSP00000402679	SFI1	122277	110134	Coding
chr22	32014476	32058201	32058201	32058201	-	ENSG00000241878	ENST00000460723		PISD	43725	0	Non-Coding
chr22	32072733	32146120	32072733	32134846	-	ENSG00000183530	ENST00000397493	ENSP00000380630	PRR14L	73387	62113	Coding
chr22	32150068	32303000	32150907	32302483	+	ENSG00000100150	ENST00000266091	ENSP00000266091	DEPDC5	152932	151576	Coding
chr22	32329506	32341336	32330103	32334052	-	ENSG00000128254	ENST00000248984	ENSP00000248984	C22orf24	11830	3949	Coding
chr22	32340446	32353590	32340719	32352779	+	ENSG00000128245	ENST00000248975	ENSP00000248975	YWHAH	13144	12060	Coding
chr22	32439018	32509016	32439268	32506200	+	ENSG00000100170	ENST00000266088	ENSP00000266088	SLC5A1	69998	66932	Coding
chr22	32517963	32529456	32529456	32529456	+	ENSG00000234479	ENST00000432373		AP1B1P1	11493	0	Non-Coding
chr22	32544992	32555275	32545526	32555202	-	ENSG00000205856	ENST00000382097	ENSP00000371529	C22orf42	10283	9676	Coding
chr22	32586421	32600718	32586758	32589174	-	ENSG00000128253	ENST00000248983	ENSP00000248983	RFPL2	14297	2416	Coding
chr22	32614464	32651328	32614500	32651316	-	ENSG00000100191	ENST00000266086	ENSP00000266086	SLC5A4	36864	36816	Coding
chr22	32750871	32757148	32754145	32756819	+	ENSG00000128276	ENST00000397468	ENSP00000380609	RFPL3	6277	2674	Coding
chr22	32755892	32767063	32756740	32766913	-	ENSG00000205853	ENST00000400234	ENSP00000383093	RFPL3S	11171	10173	Coding
chr22	32772650	32780330	32780330	32780330	+	ENSG00000230736	ENST00000420171		LOC339666	7680	0	Non-Coding
chr22	32783568	32808242	32783978	32808143	-	ENSG00000100220	ENST00000216038	ENSP00000216038	RTCB	24674	24165	Coding
chr22	32809833	32860471	32810289	32853373	-	ENSG00000184459	ENST00000397452	ENSP00000380594	BPIFC	50638	43084	Coding
chr22	32870662	32894816	32870989	32894517	+	ENSG00000100225	ENST00000266087	ENSP00000266087	FBXO7	24154	23528	Coding
chr22	32908538	33454358	32909678	33402647	-	ENSG00000185666	ENST00000358763	ENSP00000351614	SYN3	545820	492969	Coding
chr22	33031087	33031184	33031184	33031184	-	ENSG00000251890	ENST00000516081		5S_rRNA	97	0	Non-Coding
chr22	33197686	33259030	33197987	33255364	+	ENSG00000100234	ENST00000266085	ENSP00000266085	TIMP3	61344	57377	Coding
chr22	33668846	34316409	33670412	34157463	-	ENSG00000133424	ENST00000354992	ENSP00000347088	LARGE	647563	487051	Coding
chr22	33832567	33832655	33832655	33832655	-	ENSG00000266012	ENST00000580680		MIR4764	88	0	Non-Coding
chr22	34100771	34100906	34100906	34100906	-	ENSG00000253007	ENST00000517198		SNORA50	135	0	Non-Coding
chr22	34121012	34146830	34146830	34146830	+	ENSG00000224973	ENST00000424291		LARGE-AS1	25818	0	Non-Coding
chr22	35462128	35483380	35463080	35481686	+	ENSG00000175329	ENST00000308700	ENSP00000311492	ISX	21252	18606	Coding
chr22	35653479	35691800	35658383	35659994	+	ENSG00000100281	ENST00000418170	ENSP00000395532	HMGXB4	38321	1611	Coding
chr22	35695267	35743985	35713916	35743202	+	ENSG00000100284	ENST00000447733	ENSP00000398876	TOM1	48718	29286	Coding
chr22	35731632	35731751	35731751	35731751	+	ENSG00000266320	ENST00000579518		MIR3909	119	0	Non-Coding
chr22	35776827	35790207	35777166	35789591	+	ENSG00000100292	ENST00000216117	ENSP00000216117	HMOX1	13380	12425	Coding
chr22	35796055	35821423	35796431	35820248	+	ENSG00000100297	ENST00000216122	ENSP00000216122	MCM5	25368	23817	Coding
chr22	35936914	35950048	35942856	35948079	+	ENSG00000100302	ENST00000216127	ENSP00000216127	RASD2	13134	5223	Coding
chr22	36002810	36019401	36003343	36013304	-	ENSG00000198125	ENST00000359787	ENSP00000352835	MB	16591	9961	Coding
chr22	36044441	36064456	36052472	36055643	+	ENSG00000221963	ENST00000409652	ENSP00000386280	APOL6	20015	3171	Coding
chr22	36113918	36125530	36113918	36124945	+	ENSG00000128313	ENST00000249044	ENSP00000249044	APOL5	11612	11027	Coding
chr22	36134782	36236634	36140241	36236265	-	ENSG00000100320	ENST00000405409	ENSP00000384944	RBFOX2	101852	96024	Coding
chr22	36536377	36562225	36537247	36537856	-	ENSG00000128284	ENST00000397287	ENSP00000380456	APOL3	25848	609	Coding
chr22	36585176	36600879	36587783	36597780	-	ENSG00000100336	ENST00000405511	ENSP00000384011	APOL4	15703	9997	Coding
chr22	36622255	36636000	36623449	36629208	-	ENSG00000128335	ENST00000249066	ENSP00000249066	APOL2	13745	5759	Coding
chr22	36649116	36663576	36651001	36662079	+	ENSG00000100342	ENST00000422706	ENSP00000411507	APOL1	14460	11078	Coding
chr22	36677326	36784063	36678713	36745281	-	ENSG00000100345	ENST00000216181	ENSP00000216181	MYH9	106737	66568	Coding
chr22	36863082	36878077	36863850	36876884	-	ENSG00000100348	ENST00000216185	ENSP00000216185	TXN2	14995	13034	Coding
chr22	36883236	36903148	36886054	36902469	-	ENSG00000100350	ENST00000397224	ENSP00000380401	FOXRED2	19912	16415	Coding
chr22	36906896	36925483	36907033	36922168	-	ENSG00000100353	ENST00000216190	ENSP00000216190	EIF3D	18587	15135	Coding
chr22	36959967	37099603	36960397	37098621	-	ENSG00000166862	ENST00000300105	ENSP00000300105	CACNG2	139636	138224	Coding
chr22	37099962	37117517	37117517	37117517	+	ENSG00000234688	ENST00000430281		AK123632	17555	0	Non-Coding
